County,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,State
"Sarasota County, FL",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,FL
"Seminole County, FL",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,FL
"Seminole County, FL",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,FL
"Volusia County, FL",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0,FL
"Volusia County, FL",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,FL
"Walton County, FL",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,FL
"Bibb County, GA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,GA
"Carroll County, GA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,GA
"Chatham County, GA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,GA
"Cherokee County, GA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,GA
"Clayton County, GA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,GA
"Cobb County, GA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0,GA
"Coweta County, GA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,GA
"DeKalb County, GA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0,GA
"Floyd County, GA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,GA
"Forsyth County, GA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,GA
"Fulton County, GA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,91.0,GA
"Glynn County, GA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,GA
"Gwinnett County, GA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,GA
"Hall County, GA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,GA
"Haralson County, GA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,GA
"Henry County, GA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,GA
"Newton County, GA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,GA
"Paulding County, GA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,GA
"Richmond County, GA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,GA
"Rockdale County, GA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,GA
"Walker County, GA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,GA
"Champaign County, IL",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,IL
"Cook County, IL",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,462.0,IL
"Cook County, IL",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,52.0,IL
"DuPage County, IL",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,50.0,IL
"DuPage County, IL",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,IL
"Kane County, IL",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,IL
"Lake County, IL",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,64.0,IL
"LaSalle County, IL",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,IL
"McHenry County, IL",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,IL
"McLean County, IL",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,IL
"Madison County, IL",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0,IL
"Peoria County, IL",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,IL
"St. Clair County, IL",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,IL
"Sangamon County, IL",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,IL
"Vermilion County, IL",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,IL
"Will County, IL",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,51.0,IL
"Winnebago County, IL",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,IL
"Anne Arundel County, MD",2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,68.0,MD
"Baltimore County, MD",2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,116.0,MD
"Calvert County, MD",2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0,MD
"Carroll County, MD",2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,16.0,MD
"Cecil County, MD",2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,25.0,MD
"Frederick County, MD",2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,16.0,MD
"Harford County, MD",2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,29.0,MD
"Howard County, MD",2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15.0,MD
"Montgomery County, MD",2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,40.0,MD
"Prince George's County, MD",2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,35.0,MD
"Washington County, MD",2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,16.0,MD
"Baltimore city, MD",2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,234.0,MD
"Albany County, NY",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,NY
"Albany County, NY",2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15.0,NY
"Bronx County, NY",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,157.0,NY
"Bronx County, NY",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,NY
"Broome County, NY",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,NY
"Chautauqua County, NY",2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0,NY
"Dutchess County, NY",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,NY
"Erie County, NY",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,NY
"Erie County, NY",2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,51.0,NY
"Kings County, NY",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,198.0,NY
"Kings County, NY",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,NY
"Monroe County, NY",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0,NY
"Monroe County, NY",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0,NY
"Nassau County, NY",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,102.0,NY
"Nassau County, NY",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0,NY
"New York County, NY",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,124.0,NY
"New York County, NY",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,27.0,NY
"Niagara County, NY",2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0,NY
"Oneida County, NY",2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0,NY
"Onondaga County, NY",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,NY
"Onondaga County, NY",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,NY
"Orange County, NY",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,NY
"Oswego County, NY",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,NY
"Queens County, NY",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,132.0,NY
"Queens County, NY",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,23.0,NY
"Richmond County, NY",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0,NY
"Saratoga County, NY",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,NY
"Steuben County, NY",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,NY
"Suffolk County, NY",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,158.0,NY
"Suffolk County, NY",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0,NY
"Sullivan County, NY",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,NY
"Ulster County, NY",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,NY
"Ulster County, NY",2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0,NY
"Westchester County, NY",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,55.0,NY
"Westchester County, NY",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0,NY
"Athens County, OH",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,OH
"Butler County, OH",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0,OH
"Clark County, OH",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,OH
"Clermont County, OH",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0,OH
"Crawford County, OH",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,OH
"Cuyahoga County, OH",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,137.0,OH
"Cuyahoga County, OH",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,OH
"Delaware County, OH",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,OH
"Fairfield County, OH",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,OH
"Franklin County, OH",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,197.0,OH
"Franklin County, OH",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,OH
"Greene County, OH",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,OH
"Hamilton County, OH",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,97.0,OH
"Hamilton County, OH",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,OH
"Hocking County, OH",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,OH
"Lake County, OH",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,OH
"Licking County, OH",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,OH
"Lorain County, OH",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,OH
"Lucas County, OH",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,74.0,OH
"Lucas County, OH",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,OH
"Mahoning County, OH",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,OH
"Miami County, OH",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,OH
"Montgomery County, OH",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,131.0,OH
"Portage County, OH",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,OH
"Richland County, OH",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,OH
"Ross County, OH",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,OH
"Scioto County, OH",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,OH
"Stark County, OH",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,OH
"Summit County, OH",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,66.0,OH
"Summit County, OH",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,OH
"Trumbull County, OH",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,63.0,OH
"Warren County, OH",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,OH
"Allegheny County, PA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,195.0,PA
"Beaver County, PA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,PA
"Berks County, PA",2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,30.0,PA
"Blair County, PA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,PA
"Bucks County, PA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,67.0,PA
"Butler County, PA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,PA
"Cambria County, PA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0,PA
"Chester County, PA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,PA
"Chester County, PA",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,PA
"Clearfield County, PA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,PA
"Cumberland County, PA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,PA
"Dauphin County, PA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,PA
"Delaware County, PA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,80.0,PA
"Delaware County, PA",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,22.0,PA
"Erie County, PA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,PA
"Fayette County, PA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,PA
"Franklin County, PA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,PA
"Lackawanna County, PA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0,PA
"Lancaster County, PA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0,PA
"Lawrence County, PA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,PA
"Lehigh County, PA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,PA
"Luzerne County, PA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,51.0,PA
"Mercer County, PA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,PA
"Monroe County, PA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,PA
"Montgomery County, PA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,63.0,PA
"Montgomery County, PA",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,PA
"Northampton County, PA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,PA
"Philadelphia County, PA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,326.0,PA
"Philadelphia County, PA",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,PA
"Philadelphia County, PA",2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,17.0,PA
"Schuylkill County, PA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,PA
"Washington County, PA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,PA
"Westmoreland County, PA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,52.0,PA
"York County, PA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0,PA
"Bell County, TX",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX
"Bexar County, TX",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,104.0,TX
"Brazoria County, TX",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,TX
"Cameron County, TX",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,TX
"Collin County, TX",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,TX
"Dallas County, TX",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,193.0,TX
"Dallas County, TX",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0,TX
"Dallas County, TX",2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0,TX
"Denton County, TX",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,TX
"Ector County, TX",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,TX
"El Paso County, TX",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0,TX
"Fort Bend County, TX",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,TX
"Galveston County, TX",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0,TX
"Harris County, TX",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,425.0,TX
"Harris County, TX",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,68.0,TX
"Hidalgo County, TX",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,TX
"Jefferson County, TX",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,TX
"Liberty County, TX",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,TX
"Lubbock County, TX",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,TX
"McLennan County, TX",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,TX
"Midland County, TX",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,TX
"Montgomery County, TX",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,58.0,TX
"Nueces County, TX",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,TX
"Orange County, TX",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,TX
"San Patricio County, TX",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,TX
"Smith County, TX",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,TX
"Tarrant County, TX",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,118.0,TX
"Tarrant County, TX",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,24.0,TX
"Taylor County, TX",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX
"Travis County, TX",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,75.0,TX
"Travis County, TX",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0,TX
"Webb County, TX",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,TX
"Wichita County, TX",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,TX
"Williamson County, TX",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,TX
"Chesterfield County, VA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,VA
"Dickenson County, VA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,VA
"Fairfax County, VA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,VA
"Fairfax County, VA",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,23.0,VA
"Henrico County, VA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,VA
"Pulaski County, VA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,VA
"Russell County, VA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,VA
"Stafford County, VA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,VA
"Tazewell County, VA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,VA
"Wise County, VA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,VA
"Chesapeake city, VA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,VA
"Norfolk city, VA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0,VA
"Richmond city, VA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,VA
"Virginia Beach city, VA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,VA
"Benton County, WA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,WA
"Clallam County, WA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,WA
"Clark County, WA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0,WA
"Clark County, WA",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,WA
"Cowlitz County, WA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,WA
"Grant County, WA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,WA
"King County, WA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,212.0,WA
"King County, WA",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,32.0,WA
"King County, WA",2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0,WA
"Kitsap County, WA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,WA
"Lewis County, WA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,WA
"Pierce County, WA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,98.0,WA
"Pierce County, WA",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,WA
"Pierce County, WA",2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15.0,WA
"Skagit County, WA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,WA
"Snohomish County, WA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,95.0,WA
"Snohomish County, WA",2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,WA
"Spokane County, WA",2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,88.0,WA
